adm_region,adm_provincia,adm_comuna,adm_local,lat,lon,direccion_encontrada,fuente
DE VALPARAISO,QUILLOTA,CALERA,LICEO PARTICULAR SAN JOSE,-32.794292,-71.2238871,"San José, La Calera, Calera, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,CALERA,LICEO PEDRO DE VALDIVIA B-17,-32.7870748,-71.19843639999999,"459, - Pje. Pedro de Valdivia 451, La Calera, Calera, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,HIJUELAS,COLEGIO SAN NICOLAS,-32.7993853,-71.1451397,"Colegio Parroquial San Nicolás, Manuel Rodríguez, Villa Las Palmas, Hijuelas, Provincia de Quillota, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,QUILLOTA,HIJUELAS,ESCUELA BASICA BENJAMIN MATTE LARRAIN,-32.8445634,-71.0856958,"Escuela Básica Benjamín Matte Larraín, Estación Ocoa, Hijuelas, Provincia de Quillota, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,QUILLOTA,HIJUELAS,ESCUELA BASICA LA SOMBRA,-32.826462,-71.0628444,"Escuela Básica La Sombra, Ruta F-301-E, La Sombra, Hijuelas, Provincia de Quillota, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,QUILLOTA,HIJUELAS,ESCUELA BASICA RABUCO,-32.850568,-71.1177379,"Escuela Básica Rabuco, Camino Las Palmas de Ocoa, Rabuco, Hijuelas, Provincia de Quillota, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,QUILLOTA,HIJUELAS,LICEO MUNICIPAL LUIS LABORDA,-32.8031658,-71.14384270000001,"F-301-E 1892, Hijuelas, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,LA CRUZ,COLEGIO LEONARDO DA VINCI,-32.849951,-71.2307491,"Colegio Leonardo Da Vinci, 47, Calama, Villa Buque Escuela Esmeralda, Campanario, La Cruz, Provincia de Quillota, Región de Valparaíso, 2280000, Chile",nominatim
DE VALPARAISO,QUILLOTA,LA CRUZ,ESCUELA MARIA ALONSO CHACON,-32.8257042,-71.2255639,"Simpson 18, 2280117 La Cruz, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,LA CRUZ,LICEO SAN ISIDRO,-32.8493681,-71.2334755,"Liceo San Isidro, Avenida 21 de Mayo, Villa Buque Escuela Esmeralda, La Cruz, Provincia de Quillota, Región de Valparaíso, 2280000, Chile",nominatim
DE VALPARAISO,QUILLOTA,LA CRUZ,LICEO TECNICO AGRICOLA OBISPO RAFAEL LIRA INFANTE,-32.8288131,-71.2244323,"Liceo Técnico Agrícola Obispo Rafael Lira Infante, 51, Avenida Santa Cruz, Villa Terracruz, La Cruz, Provincia de Quillota, Región de Valparaíso, 2280000, Chile",nominatim
DE VALPARAISO,QUILLOTA,NOGALES,COLEGIO EL MELON,-32.6910814,-71.21199159999999,"Ramón Freire 1, El Melón, Nogales, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,NOGALES,COLEGIO SANTA ISABEL,-32.6946104,-71.2067972,"Escuela Santa Isabel, Pasarela Santa Isabel, El Melón, Nogales, Provincia de Quillota, Región de Valparaíso, 2300304, Chile",nominatim
DE VALPARAISO,QUILLOTA,NOGALES,ESCUELA BASICA LA PEÑA,-32.746397,-71.1673666,"Unnamed Road,, Nogales, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,NOGALES,ESCUELA ULDA ARACENA GONZALEZ F-203,-32.7326652,-71.2036913,"Nogales, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,NOGALES,LICEO JUAN RUSQUE PORTAL,-32.7414871,-71.2008531,"Liceo Juan Rusque Portal, 185, Libertad, Nogales, Provincia de Quillota, Región de Valparaíso, 2300304, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO ARAUCO,-32.8885892,-71.2449037,"Colegio Bicentenario Arauco, 951, Pedro de Valdivia, Población Corvi, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO ARTISTICO ROBERTO MATTA,-32.8808877,-71.245779,"La Concepción 261, 2260627 Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO CUMBRES DE BOCO,-32.8663527,-71.2634383,"Colegio Cumbres de Boco, 35, Riquelme, Boco Centro, Boco, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO DE NIÑAS CANADA,-32.8760534,-71.245708,"Escuela de Niñas de Canadá, Merced, Altos de Serrano, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO DIEGO ECHEVERRIA,-32.8842108,-71.2544291,"Colegio Diego Echeverria, Yungay, Los Paltos, Boco, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO GALILEO,-32.8584589,-71.2342493,"Colegio Galileo, 51, Zorobabel Rodríguez, Camino Internacional, Quillota, Provincia de Quillota, Región de Valparaíso, 2280000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO GOBERNADOR CONCHA Y SALVATIERRA,-32.8910594,-71.2449487,"2261318 Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO NUEVA ERA SIGLO XXI QUILLOTA,-32.8689293,-71.2405214,"Colegio Nueva Era Siglo XXI, Merced, Villa El Crisol, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO REPUBLICA DE MEXICO,-32.8930614,-71.257616,"Colegio República de México, La Industria, Villa Los Reyes Católicos, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO TIERRA DEL FUEGO L1,-32.8902832,-71.261828,"Valparaíso 1370, Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO TIERRA DEL FUEGO L2,-32.8902832,-71.261828,"Valparaíso 1370, Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,COLEGIO VALLE DE QUILLOTA,-32.8756549,-71.2459295,"Colegio Valle de Quillota, Merced, Altos de Serrano, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,ESCUELA BASICA ABEL GUERRERO AGUIRRE,-32.9378945,-71.27228629999999,"F-382, 2263047 Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,ESCUELA BASICA LAS PATAGUAS,-32.8768104,-71.2283452,"Escuela Básica La Palma, Ruta F-350, Ariztía, Las Pataguas, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,ESCUELA CRISTINA DURAN,-32.8915898,-71.3091242,"Escuela Cristina Durán, Ruta F-370, Fundo El Espino, Quillota, Provincia de Quillota, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,ESCUELA ECOLOGICA NUESTRO MUNDO,-32.8871057,-71.2598352,"Agustín Avezon 2-298, Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,ESCUELA SUPERIOR N°1,-32.880417,-71.24946299999999,"Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,ESTADIO LUCIO FARIÑA FERNANDEZ,-32.8875725,-71.2518544,"Quillota, Valparaíso, Chile",google
DE VALPARAISO,QUILLOTA,QUILLOTA,INSTITUTO RAFAEL ARIZTIA,-32.8833634,-71.2476448,"Instituto Rafael Ariztia, 500, Bernardo O'Higgins, Villa Los Quillayes, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,QUILLOTA,QUILLOTA,LICEO COMERCIAL DE QUILLOTA,-32.8860084,-71.2404632,"Liceo Comercial, Diego Portales, Población Los Lúcumos, Quillota, Provincia de Quillota, Región de Valparaíso, 2260000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,ALGARROBO,COLEGIO CARLOS ALESSANDRI ALTAMIRANO,-33.3730932,-71.6660003,"Colegio Carlos Alessandri Altamirano, 1599, El Olmo, Estadio Algarrobo, Algarrobo, Provincia de San Antonio, Región de Valparaíso, 2711375, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,ALGARROBO,COLEGIO TERESA DE LOS ANDES-ALGARROBO,-33.3712714,-71.6644249,"Colegio Teresa de Los Andes Algarrobo, 1390, El Molle, Estadio Algarrobo, Algarrobo, Provincia de San Antonio, Región de Valparaíso, 2711375, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,ALGARROBO,ESCUELA BASICA RURAL EL YECO,-33.3022606,-71.5587197,"Escuela Básica Rural San José, Ruta G-812, Los Cardos, Algarrobo, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,ALGARROBO,LICEO TECNICO CARLOS ALESSANDRI ALTAMIRANO L1,-33.3732636,-71.6656059,"El Olmo 1599, 2710047 Algarrobo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,ALGARROBO,LICEO TECNICO CARLOS ALESSANDRI ALTAMIRANO L2,-33.3732636,-71.6656059,"El Olmo 1599, 2710047 Algarrobo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,CARTAGENA,COLEGIO VILLA CARTAGO,-33.5562947,-71.6026197,"Colegio Villa Cartago, 398, Avenida Cartago Poniente, Villa Cartago, Cartagena, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,CARTAGENA,ESCUELA CARMEN ROMERO AGUIRRE,-33.5214417,-71.5420986,"Escuela Carmen Romero Aguirre, Ruta G-988, Lo Abarca, Cartagena, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,CARTAGENA,ESCUELA PRESIDENTE AGUIRRE CERDA,-33.5486955,-71.5954187,"Av. Cartagena 998, Cartagena, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,CARTAGENA,LICEO EUGENIA SUBERCASEAUX,-33.5237626,-71.5987162,"Liceo Eugenia Subercaseaux, 340, Fernando Calvo, San Sebastián, Cartagena, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,CARTAGENA,LICEO POETA VICENTE HUIDOBRO L1,-33.5484259,-71.5991832,"Mariano Casanova 660, 2680000 Cartagena, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,CARTAGENA,LICEO POETA VICENTE HUIDOBRO L2,-33.5484259,-71.5991832,"Mariano Casanova 660, 2680000 Cartagena, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL QUISCO,COLEGIO EL QUISCO,-33.4049713,-71.6918592,"Colegio El Quisco, 60, El Centauro, El Quisco, Provincia de San Antonio, Región de Valparaíso, 2711375, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,EL QUISCO,COMPLEJO EDUCACIONAL CLARA SOLOVERA L1,-33.4021175,-71.6947643,"Av. Isidoro Dubournais 635, 2701931 El Quisco, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL QUISCO,COMPLEJO EDUCACIONAL CLARA SOLOVERA L2,-33.4021175,-71.6947643,"Av. Isidoro Dubournais 635, 2701931 El Quisco, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL QUISCO,ESCUELA POETA NERUDA DE ISLA NEGRA,-33.4395101,-71.6799556,"Escuela Poeta Neruda de Isla Negra, 0244, Avenida Central, Comunidad Huallilemu, Isla Negra, El Quisco, Provincia de San Antonio, Región de Valparaíso, 2690058, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,EL TABO,COLEGIO EL TABO L1,-33.4587928,-71.65925589999999,"El Tabo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL TABO,COLEGIO EL TABO L2,-33.4587928,-71.65925589999999,"El Tabo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL TABO,ESCUELA BASICA LAS CRUCES L1,-33.4976681,-71.6300818,"Osvaldo Marín Las Cruces, 2691624 San Antonio, El Tabo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,EL TABO,ESCUELA BASICA LAS CRUCES L2,-33.4976681,-71.6300818,"Osvaldo Marín Las Cruces, 2691624 San Antonio, El Tabo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,COLEGIO AGRICOLA CUNCUMEN GONZALO BARROS AMUNATEGUI,-33.6009251,-71.6134721,"San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,COLEGIO ESPAÑA,-33.6180188,-71.6076111,"Escuela España, 581, Avenida Baquedano, Villa Las Dalias, Llo Lleo, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,COLEGIO NUEVA PROVIDENCIA,-33.6143591,-71.6120814,"Colegio Nueva Providencia, 435, Arzobispo Manuel Vicuña Larraín, Villa Pacífico, Llo Lleo, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,COLEGIO PARTICULAR SARA CRUCHAGA,-33.5809966,-71.6101219,"Gregorio Mira 189, 2661454 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA BASICA CERRO PLACILLA,-33.581146,-71.6014523,"Escuela Básica Cerro Placilla, 251, García Huidobro, Placilla, San Antonio, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA CRISTO DEL MAIPO,-33.6095858,-71.6005346,"Escuela Cristo del Maipo, 1053, Avenida José Miguel Carrera Verdugo, Cerro La Viuda, Llo Lleo, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA INDUSTRIAL SAN ANTONIO L1,-33.579821,-71.6095086,"Centenario 278, 2661311 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA INDUSTRIAL SAN ANTONIO L2,-33.579821,-71.6095086,"Centenario 278, 2661311 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA MOVILIZADORES PORTUARIOS L1,-33.5910662,-71.5999575,"Florencia 951, 2661958 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA MOVILIZADORES PORTUARIOS L2,-33.5910662,-71.5999575,"Florencia 951, 2661958 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA PADRE ANDRE COINDRE L1,-33.5716487,-71.6060396,"Julio Letelier - Bellavista 536, San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA PADRE ANDRE COINDRE L2,-33.5716487,-71.6060396,"Julio Letelier - Bellavista 536, San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA POETA HUIDOBRO,-33.6284512,-71.6014738,"Escuela Poeta Huidobro, 2127, Ruta G-904, Los Nogales, San Juan, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA PRESIDENTE PEDRO AGUIRRE CERDA,-33.5486955,-71.5954187,"Av. Cartagena 998, Cartagena, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,ESCUELA VILLA LAS DUNAS,-33.6029486,-71.6101111,"Escuela Villa Las Dunas, 2467, Ocoa, Villa Las Dunas, Barrancas, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,INSTITUTO BICENTENARIO JAVIERA CARRERA VERDUGO,-33.5962016,-71.5988177,"Instituto Bicentenario Javiera Carrera Verdugo, Samuel García Huidobro, Población Teresa de los Andes, Barrancas, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,INSTITUTO BICENTENARIO JOSE MIGUEL CARRERA L1,-33.5878824,-71.60628559999999,"Luis Reuss Bernat 887, 2661523 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,INSTITUTO BICENTENARIO JOSE MIGUEL CARRERA L2,-33.5878824,-71.60628559999999,"Luis Reuss Bernat 887, 2661523 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,INSTITUTO COMERCIAL MARITIMO PACIFICO SUR,-33.6036586,-71.6122233,"Luis Uribe 320, San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,INSTITUTO DEL PUERTO,-33.6183785,-71.603275,"Instituto del Puerto, 851, Avenida Baquedano, Los Álamos, Llo Lleo, San Antonio, Provincia de San Antonio, Región de Valparaíso, 2720000, Chile",nominatim
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,LICEO GABRIELA MISTRAL,-33.6150104,-71.61296589999999,"Sta. Lucía 544, 2661073 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SAN ANTONIO,LICEO JUAN DANTE PARRAGUEZ ARELLANO,-33.6022142,-71.6140523,"Barros Luco 2401, 2662804 San Antonio, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SANTO DOMINGO,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE L1,-33.6354089,-71.6141616,"Santo Domingo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SANTO DOMINGO,COLEGIO BICENTENARIO PEOPLE HELP PEOPLE L2,-33.6354089,-71.6141616,"Santo Domingo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SANTO DOMINGO,COLEGIO SANTO DOMINGO HELEN LEE LASSEN,-33.6354712,-71.6227878,"Catalina de Siena 212, Santo Domingo, Valparaíso, Chile",google
DE VALPARAISO,SAN ANTONIO,SANTO DOMINGO,ESCUELA EL CONVENTO,-33.7708663,-71.6198188,"Escuela El Convento, Acceso Escuela El Convento, Santo Domingo, Provincia de San Antonio, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,CATEMU,ESCUELA BASICA LOS CERRILLOS,-32.8730325,-70.6469676,"Catemu, Calle Larga, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,CATEMU,ESCUELA MARIA TERESA DEL CANTO MOLINA L1,-32.778606,-70.9638867,"Catemu, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,CATEMU,ESCUELA MARIA TERESA DEL CANTO MOLINA L2,-32.778606,-70.9638867,"Catemu, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,CATEMU,LICEO POLIVALENTE FERNANDO SILVA CASTELLON,-32.7750382,-70.964461,"Catemu, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,ESCUELA BASICA AGUSTIN EDWARDS,-32.7338419,-71.2014438,"Pedro Felix Vicuña 159, Nogales, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,ESCUELA LAS PEÑAS,-32.8709859,-70.9235221,"Escuela Las Peñas, Ruta E-426, Las Peñas, Llay-Llay, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,LICEO BICENTENARIO POLITECNICO LLAY LLAY L1,-32.8426052,-70.9553665,"San Francisco 29, 2220200 Llay Llay, Llaillay, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,LICEO BICENTENARIO POLITECNICO LLAY LLAY L2,-32.8426052,-70.9553665,"San Francisco 29, 2220200 Llay Llay, Llaillay, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,LICEO EL PORVENIR,-32.8938663,-70.9635704,"El Porvenir, Llaillay, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,LLAY-LLAY,LICEO MENESIANO SAGRADO CORAZON,-32.8371659,-70.9486985,"Liceo Menesiano Sagrado Corazón, Agustín Edwards, Barrio Norte, Llay-Llay, Provincia de San Felipe de Aconcagua, Región de Valparaíso, 2210000, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PANQUEHUE,ESCUELA INDEPENDENCIA,-32.7832058,-70.8518324,"Escuela Independencia, Autopista Los Andes, Población Los Libertadores de La Pirca, Panquehue, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PANQUEHUE,LICEO BICENTENARIO COLEGIO PANQUEHUE,-32.7712136,-70.8367473,"Panquehue, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PUTAENDO,COLEGIO MARIE POUSSEPIN,-32.6325366,-70.718777,"Colegio Marie Poussepin, Comercio, Granalla, Putaendo, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PUTAENDO,LICEO MANUEL MARIN FRITIS L1,-32.6271979,-70.71491739999999,"Batalla de Chacabuco, 2190099 Putaendo, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PUTAENDO,LICEO MANUEL MARIN FRITIS L2,-32.6271979,-70.71491739999999,"Batalla de Chacabuco, 2190099 Putaendo, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,PUTAENDO,LICEO RINCONADA DE SILVA,-32.6619979,-70.7177298,"Liceo Rinconada de Silva, El Carmen, Rinconada de Silva, 18 de Septiembre, Putaendo, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,COLEGIO PORTALIANO,-32.7544104,-70.7264554,"Colegio Portaliano, 169, Avenida Libertador Bernardo O'Higgins, San Felipe, Provincia de San Felipe de Aconcagua, Región de Valparaíso, 2171796, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,COLEGIO SANTA JUANA DE ARCO,-32.7518332,-70.7286766,"Colegio Santa Juana de Arco, 272, Freire, San Felipe, Provincia de San Felipe de Aconcagua, Región de Valparaíso, 2171796, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,ESCUELA 21 DE MAYO,-32.7119974,-70.7458214,"Escuela 21 de Mayo, Ruta E-565, Calle Herrera Sur, Calle El Río, San Felipe, Provincia de San Felipe de Aconcagua, Región de Valparaíso, 2171796, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,ESCUELA BERNARDO O'HIGGINS RIQUELME (E-58),-32.7421751,-70.72376539999999,"Hnos Carrera, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,ESCUELA CARMELA CARVAJAL DE PRAT,-32.7895908,-70.6778101,"Escuela Carmela Carvajal de Prat, 52, Calle Cuatro, El Porvenir, Curimón, San Felipe, Provincia de San Felipe de Aconcagua, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,ESCUELA JOSE DE SAN MARTIN,-32.7527318,-70.7229608,"Escuela José de San Martín E-62, Toro Mazote, San Felipe, Provincia de San Felipe de Aconcagua, Región de Valparaíso, 2170000, Chile",nominatim
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,ESCUELA MANUEL RODRIGUEZ ERDOIZA,-32.7576013,-70.72718549999999,"Dardignac 77, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO BICENTENARIO CORDILLERA DE SAN FELIPE,-32.7423234,-70.7084808,"de Aconcagua - Volcán Llaima 177, 2172622 San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO BICENTENARIO INDUSTRIAL GUILLERMO RICHARDS CUEVAS L1,-32.7478136,-70.7332472,"Benigno Caldera 341, 2170973 San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO BICENTENARIO INDUSTRIAL GUILLERMO RICHARDS CUEVAS L2,-32.7478136,-70.7332472,"Benigno Caldera 341, 2170973 San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO CORINA URBINA VILLANUEVA L1,-32.7504898,-70.71930329999999,"Bernardo Cruz 1213, 2170000 Valparaíso, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO CORINA URBINA VILLANUEVA L2,-32.7504898,-70.71930329999999,"Bernardo Cruz 1213, 2170000 Valparaíso, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO DR. ROBERTO HUMERES OYANEDER,-32.7486014,-70.7257905,"Sto Domingo 207, 2171621 San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO PARTICULAR MIXTO SAN FELIPE L1,-32.7512137,-70.7013663,"El Almendral #2801, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SAN FELIPE,LICEO PARTICULAR MIXTO SAN FELIPE L2,-32.7512137,-70.7013663,"El Almendral #2801, San Felipe, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SANTA MARIA,COLEGIO SANTA MARIA DE ACONCAGUA,-32.7472724,-70.65661639999999,"E-713 830, 2200053 Santa Maria, Santa María, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SANTA MARIA,ESCUELA GUILLERMO BAÑADOS HONORATO,-32.794345,-70.6231303,"Santa María, Valparaíso, Chile",google
DE VALPARAISO,SAN FELIPE DE ACONCAGUA,SANTA MARIA,LICEO DARIO SALAS,-32.7458318,-70.6564112,"Calle Jahuel 729, 2200079 Santa Maria, Santa María, Valparaíso, Chile",google
DE VALPARAISO,VALPARAISO,CASABLANCA,ESCUELA BASICA LAGUNILLAS,-33.4358087,-71.4490139,"Escuela Básica Lagunillas, 202, Avenida Rojas Montt, Lagunillas, Casablanca, Provincia de Valparaíso, Región de Valparaíso, Chile",nominatim
DE VALPARAISO,VALPARAISO,CASABLANCA,ESCUELA DOMINGO ORTIZ DE ROZAS,-33.3155995,-71.4030044,"Escuela Domingo Ortiz de Rozas, 295, Avenida Arturo Prat, Horcones de Casablanca, Villa Esperanza, Casablanca, Provincia de Valparaíso, Región de Valparaíso, Chile",nominatim
